,name,location,tweet,friends,followers,status_count,time,device_type,sentiments,text
3277,lord_mannie,"lagos, nigeria","rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",8374,9978,128151,2019-10-30 15:38:49+00:00,iOS,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
3278,UcheAnuniru,none,"rt @ayourb: those guys chop atiku sotey the man closed his chicken something at jabi mall. they chop the man sotey, they brought one clown…",2343,444,43316,2019-10-30 15:38:51+00:00,android,negative,ayourb guy chop atiku sotey man closed chicken something jabi mall chop man sotey brought one clown
3279,GbengaGOLD,"lokoja, nigeria","rt @jeffphilips1: breaking: server bien, no merci😢😢

supreme court dismisses atiku's appeal against buhari's victory – thecable https://t.c…",4122,50409,204580,2019-10-30 15:38:53+00:00,android,neutral,jeffphilips1 breaking server bien merci supreme court dismisses atiku appeal buhari victory thecable
3280,abiodunosemobor,planet earth,rt @ayourb: it was not tyranny when same supreme court nullified zamfara apc victory at the polls and gave it to pdp that came a distant 2n…,881,3337,51074,2019-10-30 15:38:54+00:00,android,negative,ayourb tyranny supreme court nullified zamfara apc victory poll gave pdp came distant 2n
3281,InnocentNwaigw1,none,"rt @djay_illfingaz: thank you atiku abubakar, history will register, you have done your part. https://t.co/leon0j4ylk",44,24,1595,2019-10-30 15:38:54+00:00,android,neutral,djay illfingaz thank atiku abubakar history register done part
3282,adebisiadunni,"lagos, nigeria",rt @bravefacefunkie: hope you'll finally sleep well tonite? we've told you severally - atiku ain't cumming!! 😂😂 https://t.co/qnumludjeg,502,385,19344,2019-10-30 15:38:55+00:00,android,neutral,bravefacefunkie hope finally sleep well tonite told severally atiku cumming
3283,UcheAnuniru,none,rt @iyaboawokoya: it is all done. atiku is off our orbit till 2023. https://t.co/j1ahhielen,2343,444,43317,2019-10-30 15:38:55+00:00,android,neutral,iyaboawokoya done atiku orbit till 2023
3284,DonPEKA,none,"rt @nedunaija: sorry to you guys who were heavily invested in the atiku project. you did no wrong. you did your best.

if u followed the pr…",514,1239,83953,2019-10-30 15:38:56+00:00,android,positive,nedunaija sorry guy heavily invested atiku project wrong best u followed pr
3285,Valuer4real,ogun state,"rt @teguando1: @fkeyamo (san) said @atiku 's petition is ""worthless"" and a ""waste of time"",they @twitter lawyers &amp; those who have never pra…",460,505,9694,2019-10-30 15:38:56+00:00,other,negative,teguando1 fkeyamo san said atiku petition worthless waste time twitter lawyer amp never pra
3286,Scizo4real,lagos,"rt @akunnachux: few days after cjn said sc justices are human and therefore liable to commit errors, pmb jetted out of the country on a 16-…",1782,1468,62538,2019-10-30 15:38:56+00:00,android,negative,akunnachux day cjn said sc justice human therefore liable commit error pmb jetted country 16
3287,EerieGhostWorld,everywhere everytime,@atiku,476,28,221,2019-10-30 15:38:56+00:00,iOS,neutral,atiku
3288,Oshindaretoyin,nigeria,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",4997,3189,38743,2019-10-30 15:38:57+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3289,Alpha_Jenna,"abuja, nigeria",rt @_ogisa: all this gloating won’t change the price of a bag of rice when you go to buy it... enjoy buhari https://t.co/n0jvjte2ir,293,754,53258,2019-10-30 15:38:58+00:00,android,positive,ogisa gloating change price bag rice go buy enjoy buhari
3290,AY_ikeja,none,"since they don't want me nigeria...i will kuku go to kojoli and contest d presidency, that one no sure banker @atiku 😎",245,383,7898,2019-10-30 15:38:59+00:00,android,negative,since want nigeria kuku go kojoli contest presidency one sure banker atiku
3291,Adamawaceleb,"yola, adamawa state","again, atiku loses as supreme court reaffirmed buhari’s election victory https://t.co/qaslk6bt7c https://t.co/m5racjhtbt",178,1144,41762,2019-10-30 15:38:59+00:00,other,negative,atiku loses supreme court reaffirmed buhari election victory
3292,kuluwadee,nigeria ,rt @channelstv: breaking: supreme court commences hearing on atiku’s appeal. https://t.co/5v4zxtyr1v https://t.co/7af6jg4f4u,340,884,137472,2019-10-30 15:38:59+00:00,android,neutral,channelstv breaking supreme court commences hearing atiku appeal
3293,adenlevicky,"ibadan, nigeria","rt @mobilepunch: supreme court ruling: only god can bail out nigeria —secondus
https://t.co/ewd3qd7gcm
#atiku 
#nigeria",4739,1855,12375,2019-10-30 15:38:59+00:00,iOS,neutral,mobilepunch supreme court ruling god bail nigeria secondus atiku nigeria
3294,officialbigkilo," nigeria, base in kogi state","rt @shanteljones76: someone's asking if atiku's lawyers will refund his money back after the loss. 

me: singing omawunmi's if you ask me n…",1497,1992,3940,2019-10-30 15:39:01+00:00,android,neutral,shanteljones76 someone asking atiku lawyer refund money back loss singing omawunmi ask n
3295,mykebou,nigeria,"again, atiku loses as supreme court reaffirmed buhari’s election victory https://t.co/5ig5rrkm4g https://t.co/swh10rgspk",165,407,43069,2019-10-30 15:39:02+00:00,other,negative,atiku loses supreme court reaffirmed buhari election victory
3296,beefumet,none,"this summed up my thoughts, i said it that pdp doesn't play the role of opposition well.",62,123,982,2019-10-30 15:39:02+00:00,android,neutral,summed thought said pdp play role opposition well
3297,medlezy,none,"rt @cbngov_akin1: the supreme court has dismissed the appeal filed by the peoples democratic party and its presidential candidate, atiku ab…",233,1487,129188,2019-10-30 15:39:03+00:00,iOS,neutral,cbngov akin1 supreme court dismissed appeal filed people democratic party presidential candidate atiku ab
3298,CuteNaija,none,"these atiku loyalists on the #atikuiscoming trend are making me laugh. 

whenever pdp wins in the court, 
""it is vi… https://t.co/xpitfdr7du",1156,2132,67995,2019-10-30 15:39:04+00:00,android,positive,atiku loyalist atikuiscoming trend making laugh whenever pdp win court vi
3299,Optionabk,"federal capital territory, nig",rt @ade_nurayn: atiku's people and disturbing twitter with fake results and conjectures. look at how the courts threw out atiku's petition…,911,291,12338,2019-10-30 15:39:05+00:00,android,negative,ade nurayn atiku people disturbing twitter fake result conjecture look court threw atiku petition
3300,eseoraka,worldwide,@yungeorge5588 @officialpdpnig @atiku @peterobi @renoomokri @officialkolao @seyiamakinde @uchesecondus @govwike… https://t.co/8biz3cooxx,1091,753,13134,2019-10-30 15:39:05+00:00,android,neutral,yungeorge5588 officialpdpnig atiku peterobi renoomokri officialkolao seyiamakinde uchesecondus govwike
3301,greenaetion,zion,@tarilamurphy @thenationnews @atiku they're preparing to give nigerians the dividends of democracy. 😂😂😂,354,169,1754,2019-10-30 15:39:07+00:00,android,neutral,tarilamurphy thenationnews atiku preparing give nigerian dividend democracy
3302,weseboyk5,none,"rt @shawttynatt: with the supreme court ruling, it is safe to say atiku is coming nowhere, maybe he can now move on from the 2019 election.…",2390,788,9212,2019-10-30 15:39:09+00:00,android,positive,shawttynatt supreme court ruling safe say atiku coming nowhere maybe move 2019 election
3303,UcheAnuniru,none,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",2343,444,43319,2019-10-30 15:39:09+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
3304,MrBona_NBA,nigeria,the news today is that supreme court has dismissed atiku's appeal. https://t.co/igfu2hrxwg,5766,6075,3200,2019-10-30 15:39:09+00:00,android,neutral,news today supreme court dismissed atiku appeal
3305,EliLeonarda,👉my#follwoseli❤#teamstallion❤,"rt @realchizoba: dear tweeps🙏🔥🔥

my attention has been drawn to the fact that atiku loses at the supreme court

no acrimony, comment ""atiku…",118228,129881,482495,2019-10-30 15:39:10+00:00,other,negative,realchizoba dear tweeps attention drawn fact atiku loses supreme court acrimony comment atiku
3306,Blinks_vianney,none,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",116,369,13207,2019-10-30 15:39:11+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3307,osychigbu,lagos-nigeria,rt @johnfanimokun: i hope the @atiku's wailers that bashed robert clark(san) will tender their apologies for insulting the old man when he…,578,344,49383,2019-10-30 15:39:11+00:00,android,negative,johnfanimokun hope atiku wailer bashed robert clark san tender apology insulting old man
3308,GideonSina,"lagos, nigeria","rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",1096,295,4322,2019-10-30 15:39:12+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3309,chi_jekwuOkwor,nigeria,rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,2569,2071,4773,2019-10-30 15:39:13+00:00,iOS,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
3310,9ijaNews,"abuja,nigeria",supreme court judgement: atiku receives order to surrender and call buhari now!!! https://t.co/vycqsumgcb https://t.co/soepnw8x69,2665,2819,626028,2019-10-30 15:39:13+00:00,other,neutral,supreme court judgement atiku receives order surrender call buhari
3311,RaffaelAnyanwu,irepo estate,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",1285,533,25275,2019-10-30 15:39:14+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
3312,official_dlaw,"yola, nigeria",@mary_marysimon @atiku comatose you mean?,469,478,6663,2019-10-30 15:39:15+00:00,android,negative,mary marysimon atiku comatose mean
3313,Legendary_wale,"lagos, nigeria","rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",2636,3367,101469,2019-10-30 15:39:15+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
3314,mikedav63784630,none,@xmasboy @daily_trust @atiku @mbuhari @officialpdpnig @officialapcng @fkeyamo did he also failed when goodluck jona… https://t.co/atuflyjjqu,809,181,1937,2019-10-30 15:39:17+00:00,android,negative,xmasboy daily trust atiku mbuhari officialpdpnig officialapcng fkeyamo also failed goodluck jona
3315,Stan_Desmond,all over you,"rt @shanteljones76: someone's asking if atiku's lawyers will refund his money back after the loss. 

me: singing omawunmi's if you ask me n…",9142,9579,6206,2019-10-30 15:39:17+00:00,other,neutral,shanteljones76 someone asking atiku lawyer refund money back loss singing omawunmi ask n
3316,BIGGIESHOWW,"sokoto, nigeria",anyi watsi da karar yau 😏,690,1282,12248,2019-10-30 15:39:18+00:00,android,neutral,anyi watsi da karar yau
3317,Oshindaretoyin,nigeria,rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,4997,3189,38744,2019-10-30 15:39:19+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
3318,medlezy,none,"rt @laurestar: breaking news
the supreme court has dismissed @atiku's case brought against the ruling of the election tribunal, in respect…",233,1487,129190,2019-10-30 15:39:20+00:00,iOS,neutral,laurestar breaking news supreme court dismissed atiku case brought ruling election tribunal respect
3319,woye1,nigeria,rt @aobamiduro: @hacka_more @woye1 @atiku it only a reporting style o. check @woye1 tl and you will understand his style,8739,15000,152952,2019-10-30 15:39:22+00:00,iOS,neutral,aobamiduro hacka woye1 atiku reporting style check woye1 tl understand style
3320,PauloDanty,galaxy..,"rt @realsolakuti: dear nigerians, the matter don cast. 
pdp cannot save you.
atiku cannot save you.
the judiciary cannot save you.
the legi…",1059,1032,73025,2019-10-30 15:39:24+00:00,iOS,neutral,realsolakuti dear nigerian matter cast pdp cannot save atiku cannot save judiciary cannot save legi
3321,fiyaaang,indonesia,duh rek perih wes atiku iki ndelok baek kyung gak karuan,463,715,42173,2019-10-30 15:39:25+00:00,iOS,negative,duh rek perih wes atiku iki ndelok baek kyung gak karuan
3322,IkudayisiJ,"abuja, nigeria","rt @dokunojomo: may god judge all of them.

breaking: atiku loses at supreme court https://t.co/leahnice5d via @daily_trust",4945,928,18464,2019-10-30 15:39:25+00:00,android,negative,dokunojomo may god judge breaking atiku loses supreme court via daily trust
3323,FAmos_D,nigeria,"rt @jeffphilips1: breaking: server bien, no merci😢😢

supreme court dismisses atiku's appeal against buhari's victory – thecable https://t.c…",344,619,9907,2019-10-30 15:39:25+00:00,android,neutral,jeffphilips1 breaking server bien merci supreme court dismisses atiku appeal buhari victory thecable
3324,DeMilanGuy_Kaka,"lagos, nigeria.",rt @omasoroo: congratulations to pmb on our victory. atiku never had a snowball chance in hell challenging the people's verdict . the task…,4889,3723,74791,2019-10-30 15:39:25+00:00,android,positive,omasoroo congratulation pmb victory atiku never snowball chance hell challenging people verdict task
3325,jaxmuneer,"jalingo, nigeria","rt @realoilsheikh: dear baba @mbuhari,

now that @atiku is not coming for sure, we will keep pushing our prayers. we appreciate the so very…",514,586,5054,2019-10-30 15:39:25+00:00,android,positive,realoilsheikh dear baba mbuhari atiku coming sure keep pushing prayer appreciate
3326,mynaijablog,"yaba, lagos","pdp reacts to atiku’s loss at supreme court, says final judgement comes from god https://t.co/jrwmg97myj https://t.co/qba4dondve",53,16,6701,2019-10-30 15:39:25+00:00,other,neutral,pdp reacts atiku loss supreme court say final judgement come god
3327,Nick_Jay_R,"lagos, nigeria","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",1940,1971,2624,2019-10-30 15:39:27+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3328,iam_deezydez,"abuja, nigeria",rt @donteewrites: dear alhaji @atiku abubakar. thank you for offering yourself to serve nigerians. i am glad to have chosen you out of many…,2092,2096,34321,2019-10-30 15:39:27+00:00,android,positive,donteewrites dear alhaji atiku abubakar thank offering serve nigerian glad chosen many
3329,SentinelNewsNG,"lagos, nigeria",supreme court dismisses atiku’s appeal https://t.co/cies50gmlu https://t.co/hypo0nykol,35,14,1190,2019-10-30 15:39:29+00:00,other,neutral,supreme court dismisses atiku appeal
3330,Blessingudochu3,everywhere,"rt @pdp_2023: a very big congratulations to @atiku for fighting for nigeria and nigerians. you gave your best shot.

i have no regrets supp…",4542,3424,29116,2019-10-30 15:39:30+00:00,android,positive,pdp 2023 big congratulation atiku fighting nigeria nigerian gave best shot regret supp
3331,most4luv,none,"rt @usmanyusuf: supreme court judgement on 2019 presidential election petition.

“democracy is under threat in nigeria; we shall appeal thi…",2062,657,5601,2019-10-30 15:39:31+00:00,android,neutral,usmanyusuf supreme court judgement 2019 presidential election petition democracy threat nigeria shall appeal thi
3332,MadamL_A,idgaf avenue,"rt @jeffphilips1: breaking: server bien, no merci😢😢

supreme court dismisses atiku's appeal against buhari's victory – thecable https://t.c…",439,499,11173,2019-10-30 15:39:31+00:00,android,neutral,jeffphilips1 breaking server bien merci supreme court dismisses atiku appeal buhari victory thecable
3333,SusanHenshaw50,"atlanta, ga","rt @the_davidatta: i just hope chamberlain, maupe and all other news people and bodies will now face their jobs as journalists and not atik…",415,16851,153351,2019-10-30 15:39:31+00:00,iOS,negative,davidatta hope chamberlain maupe news people body face job journalist atik
3334,IkudayisiJ,"abuja, nigeria","rt @jeffphilips1: breaking: server bien, no merci😢😢

supreme court dismisses atiku's appeal against buhari's victory – thecable https://t.c…",4945,928,18465,2019-10-30 15:39:31+00:00,android,neutral,jeffphilips1 breaking server bien merci supreme court dismisses atiku appeal buhari victory thecable
3335,Franc_grau,none,"rt @shanteljones76: someone's asking if atiku's lawyers will refund his money back after the loss. 

me: singing omawunmi's if you ask me n…",34845,36122,99909,2019-10-30 15:39:34+00:00,other,neutral,shanteljones76 someone asking atiku lawyer refund money back loss singing omawunmi ask n
3336,Legendary_wale,"lagos, nigeria","rt @yemi_adebowale: cjn to dr livy uzokwu, “if you want time to make up your mind, we will give you time. we don’t want you to go and write…",2636,3367,101470,2019-10-30 15:39:33+00:00,android,neutral,yemi adebowale cjn dr livy uzokwu want time make mind give time want go write
3337,prinzgbemi,...,"rt @cutenaija: these atiku loyalists on the #atikuiscoming trend are making me laugh. 

whenever pdp wins in the court, 
""it is victory for…",4230,46338,1696849,2019-10-30 15:39:34+00:00,android,positive,cutenaija atiku loyalist atikuiscoming trend making laugh whenever pdp win court victory
3338,Logic_is_Evrytn,none,"rt @ogundamisi: the usual suspects started abusing the supreme court judges yet? or they are waiting for the green light?

so @atiku is no…",102,372,39124,2019-10-30 15:39:35+00:00,android,negative,ogundamisi usual suspect started abusing supreme court judge yet waiting green light atiku
3339,darmmey_kash,oyo state,"sorry to disturb your scrolling, can u pls follow, i'll follow u back instantly.
#whatsapp #atiku",373,379,1523,2019-10-30 15:39:36+00:00,android,negative,sorry disturb scrolling u pls follow follow u back instantly whatsapp atiku
3340,FUNMIGRACE5,nigeria,"rt @iszabel_lah: do you have an upcoming event/party you want to source #asoebi for? don't miss out on this amazing deal, 3yrds of lace wit…",109,242,3776,2019-10-30 15:39:36+00:00,android,positive,iszabel lah upcoming event party want source asoebi miss amazing deal 3yrds lace wit
3341,DUKEdavid14,"lagos*abuja, nigeria","i said it that atiku won't get any favorable judgement. nigerians know this, the world knows it. so bubu kontinu ti… https://t.co/urgzswqsoy",597,195,2371,2019-10-30 15:39:37+00:00,android,neutral,said atiku get favorable judgement nigerian know world know bubu kontinu ti
3342,michaelkitan,nigeria,"rt @swaaguu_baba: atiku should just go and rest, even if he goes to all the courts in the world he'll just end up being fucked and he won't…",8387,10450,300,2019-10-30 15:39:37+00:00,android,negative,swaaguu baba atiku go rest even go court world end fucked
3343,Legendary_wale,"lagos, nigeria","rt @realsolakuti: dear nigerians, the matter don cast. 
pdp cannot save you.
atiku cannot save you.
the judiciary cannot save you.
the legi…",2636,3367,101471,2019-10-30 15:39:38+00:00,android,neutral,realsolakuti dear nigerian matter cast pdp cannot save atiku cannot save judiciary cannot save legi
3344,woye1,nigeria,rt @husbbg: @kanmyexcellent @woye1 @atiku i was doing the same🤣🤣🤣🤣🤣🤣🤣🤣 this is a hard one 🤣🤣🤣🤣 h??,8739,15000,152953,2019-10-30 15:39:39+00:00,iOS,negative,husbbg kanmyexcellent woye1 atiku hard one h
3345,AynLade,not far from you.,"rt @osi_suave: it wasnt a tyranny when buhari lost at this supreme court 3 times   

it wasnt a tyranny when the supreme court dropped the…",2485,2701,112012,2019-10-30 15:39:40+00:00,android,neutral,osi suave wasnt tyranny buhari lost supreme court 3 time wasnt tyranny supreme court dropped
3346,scatter511,abuja nigeria,the decision today by the sc in the atiku appeal is what we lawyers call summary dismissal. this grand khadi does not take prisoners oh!,1422,1146,4867,2019-10-30 15:39:40+00:00,iOS,positive,decision today sc atiku appeal lawyer call summary dismissal grand khadi take prisoner oh
3347,I_DIFFER_B,none,"rt @iszabel_lah: do you have an upcoming event/party you want to source #asoebi for? don't miss out on this amazing deal, 3yrds of lace wit…",1821,2134,74059,2019-10-30 15:39:40+00:00,iOS,positive,iszabel lah upcoming event party want source asoebi miss amazing deal 3yrds lace wit
3348,TheresaTekenah,"abuja, nembe creek","rt @oladapo_engr: 🤔 all those certified san in atiku's legal team supposed to be ""desan""! if there is anything like that! they just swindle…",6709,10197,21917,2019-10-30 15:39:42+00:00,iOS,positive,oladapo engr certified san atiku legal team supposed desan anything like swindle
3349,woye1,nigeria,@husbbg @kanmyexcellent @atiku hahahahaha,8739,15000,152954,2019-10-30 15:39:43+00:00,iOS,positive,husbbg kanmyexcellent atiku hahahahaha
3350,Oshindaretoyin,nigeria,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",4997,3189,38745,2019-10-30 15:39:43+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
3351,legitngnews,"lagos, nigeria",@mbuhari said the dismissal of the appeal by @atiku is a reaffirmation of the will freely expressed by nigerians th… https://t.co/wqkrwyhffe,4539,619340,238464,2019-10-30 15:39:46+00:00,other,positive,mbuhari said dismissal appeal atiku reaffirmation freely expressed nigerian th
3352,SadaukiRukayyat,turkey,"rt @mubarack_umar: congratulations to mike, and other esqs in atiku's lawyers team, they are certainly the 'whiners' ohh winners in the who…",83,430,197,2019-10-30 15:39:49+00:00,iOS,positive,mubarack umar congratulation mike esq atiku lawyer team certainly whiner ohh winner
3353,Legendary_wale,"lagos, nigeria","rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",2636,3367,101472,2019-10-30 15:39:51+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3354,VictorNOfili1,none,"rt @ayemojubar: dear @officialpdpnig, @atiku, @demolarewaju, @uchesecondus, @seyiamakinde, ayade is one of the cankerworms that will destro…",25,16,170,2019-10-30 15:39:52+00:00,other,neutral,ayemojubar dear officialpdpnig atiku demolarewaju uchesecondus seyiamakinde ayade one cankerworm destro
3355,MRVICTO18030237,"lagos, nigeria","rt @mrvicto18030237: ✅✅congratulations ✅✅

 today's early game won won won

🍹🍻🍹🍾🍻
#wednesdaywisdom #gametimewithitel #atiku #supremecourt #…",5000,913,3797,2019-10-30 15:39:53+00:00,android,negative,mrvicto18030237 congratulation today early game wednesdaywisdom gametimewithitel atiku supremecourt
3356,woye1,nigeria,rt @aademoray: @woye1 @atiku this is supreme à la carte. 😎,8739,15000,152955,2019-10-30 15:39:53+00:00,iOS,neutral,aademoray woye1 atiku supreme la carte
3357,Nenumeja81,cross river state,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",203,63,1068,2019-10-30 15:39:55+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3358,ogidiolumuyi007,"south west nigeria, wa",if you are not satisfied then relocate to chinal,167,313,4369,2019-10-30 15:39:57+00:00,android,negative,satisfied relocate chinal
3359,oj2alan,"lagos, nigeria","rt @osi_suave: it wasnt a tyranny when buhari lost at this supreme court 3 times   

it wasnt a tyranny when the supreme court dropped the…",1110,1131,66312,2019-10-30 15:39:58+00:00,android,neutral,osi suave wasnt tyranny buhari lost supreme court 3 time wasnt tyranny supreme court dropped
3360,woye1,nigeria,@aademoray @atiku loool,8739,15000,152956,2019-10-30 15:39:59+00:00,iOS,neutral,aademoray atiku loool
3361,Legendary_wale,"lagos, nigeria",rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,2636,3367,101473,2019-10-30 15:40:01+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
3362,SamsondeenKayo1,none,"rt @oladapo_engr: 🤔 all those certified san in atiku's legal team supposed to be ""desan""! if there is anything like that! they just swindle…",88,63,1344,2019-10-30 15:40:01+00:00,android,positive,oladapo engr certified san atiku legal team supposed desan anything like swindle
3363,kneenygulder,on the way 2 eldorado,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",596,467,13753,2019-10-30 15:40:03+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3364,IkudayisiJ,"abuja, nigeria",rt @legitngnews: @mbuhari said the dismissal of the appeal by @atiku is a reaffirmation of the will freely expressed by nigerians through t…,4945,928,18467,2019-10-30 15:40:04+00:00,android,positive,legitngnews mbuhari said dismissal appeal atiku reaffirmation freely expressed nigerian
3365,edupeepy1,biafra,"rt @aloyejimakor: atiku’s triple loss- 
at the polls.
at the tribunal.
at the supreme court.
is a prophecy foretold.
by @mazinnamdikanu.
wh…",55,879,102748,2019-10-30 15:40:04+00:00,android,neutral,aloyejimakor atiku triple loss poll tribunal supreme court prophecy foretold mazinnamdikanu wh
3366,mubis01,none,"rt @daily_trust: it is over!!!!!!
breaking: atiku loses at supreme court
https://t.co/ughgag5jnk
atiku abubakar muhammadu buhari @atiku @mb…",153,158,1245,2019-10-30 15:40:04+00:00,iOS,negative,daily trust breaking atiku loses supreme court atiku abubakar muhammadu buhari atiku mb
3367,Oshindaretoyin,nigeria,"rt @realsolakuti: dear nigerians, the matter don cast. 
pdp cannot save you.
atiku cannot save you.
the judiciary cannot save you.
the legi…",4997,3189,38746,2019-10-30 15:40:04+00:00,android,neutral,realsolakuti dear nigerian matter cast pdp cannot save atiku cannot save judiciary cannot save legi
3368,weseboyk5,none,"rt @mickiebrownkie: they thought it was a joke when we told them that their mcm has no case in court, he was just a power monger. @atiku fe…",2390,788,9213,2019-10-30 15:40:04+00:00,android,neutral,mickiebrownkie thought joke told mcm case court power monger atiku fe
3369,9MUSBAHU,none,rt @daily_trust: breaking: pdp reacts to supreme court judgement on atiku/buhari’s case https://t.co/dpaoekhvhx,68,3,23,2019-10-30 15:40:05+00:00,android,neutral,daily trust breaking pdp reacts supreme court judgement atiku buhari case
3370,herbeasoyeah,the lee temple,"rt @adebanqie: shout out to 

1. atiku's lawyers
2. the brain behind non-existent inec server
2. osita, the useless star witness
3. the fak…",3537,1771,23011,2019-10-30 15:40:07+00:00,iOS,negative,adebanqie shout 1 atiku lawyer 2 brain behind non existent inec server 2 osita useless star witness 3 fak
3371,woye1,nigeria,"rt @asmaualhassan4: @woye1 @atiku no uncle @woye1 we wee not take this judgment, atiku must cumm😭😭😭",8739,15000,152957,2019-10-30 15:40:08+00:00,iOS,neutral,asmaualhassan4 woye1 atiku uncle woye1 wee take judgment atiku must cumm
3372,Udokabestluv,nigeria,supreme court presides over atiku’s appeal challenging buhari’s election (photos) https://t.co/m6n7q5kv0z https://t.co/8f6pp1mh42,364,144,110732,2019-10-30 15:40:09+00:00,other,positive,supreme court presides atiku appeal challenging buhari election photo
3373,TeezusT,bombonera. ,"rt @swaaguu_baba: atiku should just go and rest, even if he goes to all the courts in the world he'll just end up being fucked and he won't…",747,918,54143,2019-10-30 15:40:10+00:00,android,negative,swaaguu baba atiku go rest even go court world end fucked
3374,most4luv,none,"rt @miajoan2: #atikuisnotcoming
atiku rejects supreme court ruling heads to lawn tennis court https://t.co/kx6uylsyxi",2062,657,5602,2019-10-30 15:40:11+00:00,android,neutral,miajoan2 atikuisnotcoming atiku reject supreme court ruling head lawn tennis court
3375,Wothappen9ja,nigeria,"supreme court delivers first ruling against atiku, pdp
#atikuiscoming

https://t.co/5gyxehtfyi",2242,2353,4820,2019-10-30 15:40:11+00:00,android,positive,supreme court delivers first ruling atiku pdp atikuiscoming
3376,NicholasEke1,"abuja, nigeria",@legitngnews @mbuhari @atiku 🤣🤣🤣🤣,1840,532,3692,2019-10-30 15:40:13+00:00,android,neutral,legitngnews mbuhari atiku
3377,Legendary_wale,"lagos, nigeria",rt @officialpdpnig: breaking! the supreme court of nigeria has unveiled the panel to sit on the appeal of the @officialpdpnig &amp; @atiku / @p…,2636,3367,101474,2019-10-30 15:40:13+00:00,android,neutral,officialpdpnig breaking supreme court nigeria unveiled panel sit appeal officialpdpnig amp atiku p
3378,SHANTELJONES76,"lagos, nigeria","rt @shanteljones76: someone's asking if atiku's lawyers will refund his money back after the loss. 

me: singing omawunmi's if you ask me n…",10585,10986,5104,2019-10-30 15:40:15+00:00,android,neutral,shanteljones76 someone asking atiku lawyer refund money back loss singing omawunmi ask n
3379,Udokabestluv,nigeria,supreme court presides over atiku’s appeal challenging buhari’s election (photos): the all… https://t.co/yvzg1wrcbv,364,144,110732,2019-10-30 15:40:15+00:00,other,positive,supreme court presides atiku appeal challenging buhari election photo
3380,woye1,nigeria,@asmaualhassan4 @atiku have mercy,8739,15000,152958,2019-10-30 15:40:15+00:00,iOS,neutral,asmaualhassan4 atiku mercy
3381,YardWisdom,"ogun, nigeria","breaking news: atiku, pdp loses appeal.

the supreme court found no merit in the appeal of the pdp and atiku/obi.… https://t.co/mq9d2ueqkf",536,73,177,2019-10-30 15:40:16+00:00,other,negative,breaking news atiku pdp loses appeal supreme court found merit appeal pdp atiku obi
